Temperature,Rainfall,Humidity,Soil_Moisture,Field_Size,Crop_Type,Soil_Type,Irrigate
16.951547789558386,46.39324866883362,25.686074436467088,65.22397740761069,13.035947128391912,Tomato,Loamy,0
43.466566117599996,97.2005329631537,89.48072568414344,26.358331417775453,6.354692823039836,Potato,Loamy,1
43.96896099223678,60.85272726964666,30.934105555141947,54.74412805729719,39.92482702954996,Wheat,Loamy,0
39.25192044349383,34.950637208681876,89.18946957744367,26.497777420311948,5.849462547026635,Tomato,Loamy,1
24.13841307520112,11.409578488793336,88.40959527965131,59.956219817850766,14.297688358899645,Cotton,Loamy,0
17.930163420191516,15.124682873493455,75.56726727356278,71.15746241925241,42.900361677874564,Onion,Sandy,0
35.52699079536471,22.53169299512351,66.15960734573983,18.8761259388732,17.97699506685469,Potato,Loamy,1
28.20457481218804,25.0966661340298,60.44649351757593,70.66169820168525,48.67922212619389,Tomato,Sandy,0
18.661147045343366,85.06160578411378,80.62710817644843,51.55026780900086,49.006982403919125,Cucumber,Loamy,0
29.855307303338105,56.12227882825249,40.26076651336416,18.89773436069168,14.145525002224279,Cotton,Loamy,1
16.031655633456552,52.33909113743665,52.73768487394139,39.92792987517984,3.007932890244632,Onion,Clay,0
42.27961206236346,11.476887186921747,63.35729785565513,21.260220543956855,35.548100926063576,Cotton,Sandy,1
22.763399448000506,86.0139693349435,48.78333331086438,59.024352220659864,23.098338629768843,Tomato,Loamy,0
34.875668530619464,72.28143032084837,49.924051786318756,63.120769409256475,5.936889354019238,Wheat,Loamy,0
24.35133228268233,6.766836190000158,43.11992672514591,17.405756419095926,35.6686181299241,Onion,Loamy,1
30.602040635334326,70.78350972297687,59.496227167917525,45.42978968862511,2.52757054648414,Cotton,Clay,0
31.40130838029839,54.353821734264606,79.54021696105812,67.0237539218142,43.63963783411987,Wheat,Sandy,0
20.545633665765813,8.172534574677826,34.1069864604419,75.53141290856975,7.793973926551883,Potato,Loamy,0
44.08753883293676,45.830064152865646,85.4103127127409,45.9462506719239,7.238282058589525,Tomato,Loamy,1
38.253984700833435,48.469628713004695,68.23613576237608,76.5195456527985,9.607942600460643,Tomato,Loamy,0
43.18496824692568,16.577454016327575,77.6291248876021,47.49822793192209,48.05305156611126,Onion,Clay,0
41.844820512829465,94.56981470002823,58.93334848410081,37.593334621993556,34.965298652438456,Cotton,Loamy,0
32.93699936433255,84.99753714806619,74.56616909968444,69.37421899870267,40.2672052377182,Potato,Sandy,0
42.6562270506935,66.90223373291083,21.134027813762703,44.508789732066234,20.4841143009049,Cucumber,Sandy,1
17.654775061557586,46.22955610006072,77.28662973456747,43.033175739516615,17.479323647742824,Onion,Sandy,0
20.879485872574357,41.17655415845085,22.809720135975656,44.321874258687984,12.489716332375327,Cucumber,Sandy,1
16.35681866731614,65.09734671509541,82.29393634540037,69.27495013088217,24.55175338730804,Onion,Loamy,0
24.759909922897933,54.543186940690546,89.43739230670504,68.23590791816365,28.039607943174257,Cotton,Clay,0
26.660318690684463,6.227310588188562,40.58472235237445,38.24639947081478,31.956967338985013,Potato,Clay,0
23.140470953216877,51.25026487703317,34.72229894000556,33.33099019093675,13.59880669593603,Cotton,Clay,0
39.86212527455788,80.64036172328395,73.57543547006284,44.43496168273905,47.484049964246545,Tomato,Loamy,1
25.70259980080768,45.923987759695805,37.71184386441773,50.09407568159763,9.318166412149656,Cucumber,Clay,0
23.428035290621423,5.195657755426842,80.58936682205425,26.683604743959787,48.317005563554204,Wheat,Sandy,1
31.280882494747456,78.6278199384033,27.19898145102337,65.57685593009134,1.7279500028676855,Tomato,Loamy,0
19.22772674924288,20.13637821359744,28.81686374655508,44.053793601269604,24.575158899025435,Tomato,Clay,1
39.06590942262119,25.862083488803876,88.5406088570431,33.383188389397176,17.335024067711576,Cucumber,Sandy,1
17.236519310393124,16.47063534322959,67.16872287890033,17.47746950747934,23.00704728258229,Onion,Sandy,1
44.60660809801552,33.02150648714976,79.2821057100267,26.719161228252485,28.96256437005866,Tomato,Loamy,1
38.16734307889972,75.6751505688635,42.703056414606266,76.44968202291886,22.343868742622742,Potato,Loamy,0
20.961470446025174,51.93858595039374,67.35386246644231,31.35697807736686,21.32749566477815,Tomato,Clay,1
15.165663513708072,20.488127415071254,61.5969279116018,21.82015025569247,36.90344735525202,Potato,Clay,1
39.463842853645026,87.78300781520409,62.22050840860629,42.24709541584952,34.60793747923677,Cotton,Clay,0
36.205720315428515,87.95818549515292,67.77727216764052,31.496142035217407,41.830292819756544,Onion,Loamy,0
36.87021504122962,87.05784250460069,60.2751421190369,12.46114751898359,13.247990080735283,Potato,Clay,1
38.13811040057837,23.87962113815393,50.03436585118662,32.620165209559204,30.866896977949114,Tomato,Clay,1
17.221339552022712,45.12393441809881,39.31458860663828,48.0876036757628,29.67454448424984,Onion,Sandy,0
25.753971856328178,98.49896561408751,73.80069316392414,48.619866041397685,19.11715273276175,Onion,Sandy,0
18.47607178575389,77.20124763099903,35.83907010022303,34.95912448238221,24.816819553231365,Potato,Sandy,1
40.89310277626781,2.716742122555982,68.46480143080899,41.311192937682044,16.375325021980707,Potato,Clay,1
33.69894380482674,6.5204591260492055,36.33329758545287,77.58625427643365,7.950375483232275,Wheat,Loamy,0
24.926940745579476,46.39313768123328,63.77311189681177,36.41439340612182,11.47625932247391,Wheat,Sandy,1
16.90675050858071,90.92202058615601,72.29547869903203,28.07587692819881,6.1701686736588535,Onion,Loamy,1
24.329469651469864,53.870179795271426,35.30997222345775,27.042693084673207,34.47040918431608,Cucumber,Clay,1
24.75549966080241,49.781250803429025,24.19603106029158,42.04352288928939,33.37564226234842,Cucumber,Clay,1
36.888185350141924,10.547369995663058,29.168162009592187,63.16641041018608,47.57971220741377,Wheat,Sandy,0
34.12672414065639,65.6780104724294,62.41978770897178,24.419172893193124,36.754242268714826,Tomato,Loamy,1
41.616382277289794,82.21031606002255,79.46124843580148,59.65072889985377,3.5502460990504408,Cotton,Sandy,0
29.16644775485848,38.04200075075623,23.149777486479707,11.48048763445914,44.32801352251875,Onion,Clay,1
18.58782737814905,77.56118509253275,71.39058813291524,39.32530845887622,43.271082984340566,Cotton,Loamy,0
36.39734361668985,96.44766539008116,43.892305216503644,64.31055456419509,22.722695717862234,Wheat,Sandy,0
37.82355145850693,20.376645912768907,53.496985894366574,33.7113069042102,29.707289475868155,Potato,Clay,0
31.83831592708489,52.33296311947413,85.02016848918959,49.461597101177965,48.82783829115343,Onion,Sandy,0
38.12901539863683,28.713795808457554,43.238005331509186,24.348546297813755,27.082913828560148,Wheat,Loamy,1
29.81386789093172,79.28544190338394,52.573585375764026,61.93967737883206,45.3607695904284,Tomato,Loamy,0
30.681984881459822,57.75933658811575,20.95776903324768,13.659537228813173,5.068899132699135,Onion,Loamy,1
27.826230550756488,63.45824175503038,25.711910400338684,69.67798514128503,10.36154156672546,Onion,Loamy,0
15.762573802322855,79.79141596158941,38.10141137943488,23.873747049516773,22.596992228624572,Cucumber,Loamy,1
18.236742809799132,39.59704726624549,21.94965685747521,71.20786221958315,29.65308360852793,Potato,Sandy,0
15.942875570602027,91.50900684070432,64.19627282337757,34.67704689103621,40.99516474127721,Onion,Sandy,1
34.09231233791341,53.302886724614,49.847884976113576,60.58785021321406,49.42484364201616,Potato,Sandy,0
24.4306794322898,15.7954822835348,58.37016419096154,32.34577084503319,20.053723327231705,Wheat,Sandy,1
30.257120734941083,69.58991181688025,32.22530301274307,73.41381698642533,3.3233661708641615,Tomato,Clay,0
42.22699421778279,79.32613504382545,40.71524206056313,18.864598786286205,40.25740366147092,Tomato,Clay,1
22.47876687446625,31.67616770675267,66.46771323969077,22.49638524908191,30.614655235057597,Onion,Sandy,1
27.31148769106889,85.7179256998753,87.57119065412799,44.51210876111616,10.728600084541881,Onion,Clay,0
37.66653415629146,90.61432547657664,23.529174152154646,15.735690732670228,25.24659437444959,Wheat,Clay,1
21.863944964748676,27.690448737780894,82.32690245986862,23.718612929123335,37.373202031152495,Cucumber,Loamy,1
17.30939729486379,98.3521472715222,60.38168409178459,76.063646754841,38.75017756636355,Cucumber,Sandy,0
23.69254358741304,14.071152804875842,59.47436967289366,78.3542762803521,25.481302187939338,Cucumber,Clay,0
19.83663861762013,20.201566840248997,55.01949746454322,36.33815305312953,15.955511976314098,Potato,Clay,0
42.890929570277194,18.422483923802613,24.85758601329284,74.63002147097549,48.713386519886186,Cucumber,Sandy,0
39.24361138693251,89.39897100078704,26.29137962153125,48.13772729714022,33.50476793686815,Tomato,Loamy,1
34.002112695312704,65.42925523249619,62.06384039613603,28.881972611163693,21.003638447968637,Potato,Sandy,1
41.143817705631534,15.210428322227287,43.86710000048908,59.167910475641904,14.742697986027968,Wheat,Loamy,0
39.110162306973436,44.032341836834895,84.20876466043765,56.12312646024,36.824046167174544,Tomato,Clay,0
20.597101766581076,61.529802506980204,48.46133761516306,79.23877233761134,12.866988834094617,Tomato,Loamy,0
41.77676995469933,8.34640849893833,30.029702109184875,28.55331011864983,9.41378945971072,Cotton,Loamy,1
31.18026725746952,88.24163684073388,70.03031834514252,57.04416518632148,26.961860559141446,Wheat,Sandy,0
39.22320465492187,80.36035354415351,40.534739500870685,13.641662852061282,15.20938223956295,Wheat,Clay,1
41.8827389977048,50.52067735766382,56.78292151491252,17.955222708770357,31.816352101257138,Cotton,Sandy,1
24.540104249155917,96.71266152591704,68.8482949853619,10.274286246576528,6.778995068837441,Potato,Sandy,1
18.301557735830304,41.77609792750997,83.01848778414492,79.96224767417712,33.09211412379876,Cucumber,Clay,0
21.83805487625825,98.41103190364979,75.45338363611734,66.15915880032344,14.881529871887409,Cucumber,Sandy,0
27.813233658787688,66.79199988036271,67.34527475109068,65.07061103134785,1.0119037872911238,Cucumber,Sandy,0
39.54044297767479,63.467127325394145,67.57432276766005,45.680825270172576,7.219866826034642,Cucumber,Loamy,1
40.82191749769031,16.5954895295785,86.21472508224606,31.004695803380795,46.747153513919606,Cucumber,Sandy,1
15.208563915935722,88.1927758304644,40.70768682475752,20.588499912387313,43.50037731665253,Cotton,Clay,1
30.32241907732697,42.74896879206152,20.077846593733117,29.927231719252458,12.446842569775605,Wheat,Sandy,1
27.52233009446337,16.223340578247935,39.03681915787391,36.31798553503974,39.14022332272907,Potato,Loamy,0
21.663234314121908,1.260751997575904,35.252396573872076,62.941706788620586,30.82000806552474,Tomato,Sandy,0
18.595961020010485,55.975568363838256,66.32842095797987,47.77632522322067,48.574330861043606,Cucumber,Sandy,1
25.12845514210884,52.739962212267635,64.35981198358704,15.423853858883788,19.306677317168898,Cotton,Sandy,1
43.287291117375574,71.93536223691585,61.54229678933067,11.262030627123856,34.39157001334139,Potato,Loamy,1
24.696087960622656,89.02580530178021,21.13704102466176,17.16325256738442,4.113250398772011,Potato,Clay,1
30.563718652300985,7.9406584643029525,71.01446381154533,38.73490995881656,20.416119994003893,Potato,Clay,0
36.090568766855334,73.14964903403623,42.64712887398441,75.32350419343128,48.227065398220844,Cotton,Loamy,0
25.90888807137882,18.741194409758222,66.55391923046417,54.61817368464551,27.410062848055908,Tomato,Loamy,0
44.15346248162882,85.8177053157164,58.96048999515073,66.12781299128605,15.106095663407384,Cucumber,Sandy,0
43.87341884826334,81.90635138616561,43.9911647799535,42.646221615318396,6.893277193301736,Potato,Clay,0
22.553468874760924,54.07937549855444,29.42033869728754,35.316625823653,35.47288866889499,Cotton,Loamy,0
29.91745517677156,71.02427986233116,26.609322836233666,17.58802609016359,32.59794612805661,Wheat,Clay,1
24.026349294503092,31.43501131837484,78.20628331785565,71.31531155303435,19.322996966584956,Cotton,Sandy,0
23.545214831324028,47.116789893281464,84.28782794570905,64.82120203195319,47.59612624142588,Cotton,Loamy,0
16.106608420635983,82.16368977104716,65.48516327350097,21.76826683184076,2.0879378364046657,Cotton,Clay,1
33.286930019396905,45.92651971732139,27.240388040233835,45.85823947133824,15.882468729959465,Potato,Clay,0
30.080370696865845,35.77982653254418,48.14190518217685,44.116236554487145,46.13240482867949,Cotton,Sandy,0
16.54436253749968,49.421244725029986,71.025744007361,53.756408688057,16.725836477652578,Wheat,Loamy,0
23.359393927098346,82.82492524372184,74.58746188070477,76.23308257938828,13.360388858903349,Potato,Clay,0
42.24797657899961,33.520804737087275,28.2753035603762,50.58400092337357,27.17680008663112,Wheat,Sandy,0
22.186856720009175,17.37615931357438,20.00215031917677,47.8152086745033,41.36628574610636,Onion,Clay,0
19.346846162736693,71.20140203307808,69.84959321164234,13.522605305426476,6.054191283039692,Cotton,Sandy,1
29.68358280832689,82.59782127080818,44.9617323190344,14.403523321261675,47.20801477264107,Cucumber,Clay,1
44.56951362331802,10.063747852353334,37.81369321327821,23.11427539287522,39.95857117787704,Cucumber,Clay,1
22.261658145345013,23.98741127559447,20.90282288526678,12.272954018422379,9.881262522026045,Potato,Sandy,1
35.16406642217636,14.19719897609939,57.82095847330498,62.03470268990087,35.88839009870997,Cucumber,Loamy,0
37.84858845986153,34.79414115821666,79.58055147981872,60.63312127957742,19.8629774092403,Potato,Sandy,0
22.12912631977199,45.035097890541266,87.03421523908115,19.523936410215008,20.712439225739615,Cotton,Loamy,1
36.84649045835579,74.88263369633064,59.60214654293024,68.52552305566967,39.381214529504454,Tomato,Clay,0
26.033493981577596,65.11475848816741,56.012292941792595,20.83502243922784,48.17645559105588,Tomato,Clay,1
33.96917491780738,62.092856747843115,25.953946984246876,31.082291089815115,7.206137769512503,Wheat,Sandy,1
34.00589132282684,35.23749466096544,58.42109610798198,27.42838294129555,21.61088160706215,Cotton,Sandy,1
31.073240522242756,84.144755308476,46.598535527577624,36.06149690011334,24.566138796130872,Cucumber,Loamy,1
17.70869310163225,47.128716739816454,62.499469661850384,27.82646361229733,19.439279030794882,Cotton,Loamy,1
40.05907486767714,97.91049380151546,47.21084435135827,44.226564850691645,18.796267062095026,Onion,Loamy,0
24.623401949152075,63.41421382957368,36.82093864152567,38.51855169482798,3.5611647105182302,Tomato,Sandy,1
20.595555311995625,12.626474156450273,26.647569265986355,79.05986435455286,34.59139240756854,Cucumber,Clay,0
16.223254246642917,67.6177562075434,42.0442911212227,13.914844508975797,22.374506438882225,Tomato,Sandy,1
32.72678829564725,32.5104015431699,26.76513840014266,19.952696347114614,10.544896329552412,Cotton,Clay,1
35.32693085526847,68.63271966860974,32.38278655767888,13.697812573602175,40.98564161280135,Cucumber,Sandy,1
15.497634867835684,6.964114816240574,89.11353110056821,53.808883648766304,40.32547665942977,Wheat,Sandy,0
30.36279174897843,17.48814371759594,51.087248983463304,13.815649418960371,24.833189776355795,Cotton,Loamy,1
21.79487325593814,85.57372589057863,57.23102365535116,68.55078161632863,15.624082396240267,Wheat,Clay,0
34.35518371228349,22.71795570235149,81.15329701160508,45.835704147734944,32.266543564026165,Cucumber,Sandy,1
20.23099287014974,83.704112524294,89.68982303434815,46.89053372070736,15.11945465309275,Tomato,Sandy,1
35.72813214307398,27.927608845441043,60.79001145412771,49.3116155398536,12.56438858586189,Onion,Clay,0
26.602060389016124,64.28819100587077,76.87316747309202,21.95695944143475,36.79521804729001,Potato,Sandy,1
43.101899662102035,69.4150573509831,42.88587170356727,23.83832121801413,2.9759367463265844,Tomato,Clay,1
19.125628324379797,51.265475314505295,41.402077021310376,32.31721260111033,5.643655080695104,Wheat,Loamy,0
25.231990531507755,30.531067669673128,48.189260469619214,51.5447491075296,1.332620527155899,Cotton,Loamy,0
18.40420563721767,21.264437637109612,67.07550838715544,24.708244315815016,8.494216137295881,Cucumber,Clay,1
42.74080854835688,3.318935456242622,67.75341824785691,18.143220899328284,4.3805104268125135,Tomato,Loamy,1
41.32018060142943,30.39464012407238,42.06676042546155,77.90818204929025,49.79431602121601,Onion,Clay,0
22.73824883145467,65.3162790531283,29.32469468956401,11.538727036673604,15.15168852775039,Cucumber,Sandy,1
34.79952138102537,93.83048184484826,64.2677379525856,66.18881837352151,8.314132620793117,Wheat,Sandy,0
39.51666600603647,87.1204482263052,28.982810353213516,65.16246047025155,12.808816641799979,Cucumber,Clay,0
31.65602434798387,76.60647765353026,60.494475576053105,30.80498796915672,46.8701530054666,Cucumber,Sandy,1
30.889517350680194,78.84473432532987,68.53954896394163,19.49386312051194,26.48785092819539,Cotton,Loamy,1
22.25556872701355,66.49849034759953,69.04280474761161,20.194005269379637,18.876086719084988,Potato,Sandy,1
17.793083034176977,26.0286857566003,72.74304774617177,58.820213206603476,43.796181437551745,Wheat,Sandy,0
41.91647273859981,90.71950307058299,81.10015950959652,54.99646137603216,20.354523256902592,Cotton,Clay,0
42.01254171489991,67.0732311905834,54.99712943753519,64.79219719759706,17.415419927927093,Potato,Loamy,0
33.99304371819804,56.04406309804399,71.11744326706997,75.62368206793732,11.156843604937043,Cotton,Sandy,0
25.17089373146102,11.098946921348107,63.34209147560857,58.43491542866144,19.512044371561164,Potato,Sandy,0
25.476287238379825,44.70555438064254,33.06479578583778,20.909607558601042,16.517533444829375,Potato,Clay,1
36.77867036610718,46.03582712019263,21.79827514085857,27.04098317357875,34.18789400560891,Potato,Clay,1
41.913307798577314,86.45636095226699,39.91789699738536,68.95356116111802,15.189552528865628,Cotton,Loamy,0
41.61259272795352,54.66482201877885,51.01235944363336,24.6514253083946,29.282787574705512,Cucumber,Sandy,1
38.396266375728715,38.04005489704097,63.19741611000594,15.0765621868137,4.228716086566663,Potato,Clay,1
34.26094938462863,97.68003285106593,79.49715313522438,59.22960378295753,10.373168678129204,Cucumber,Clay,0
17.524198949851467,11.072059332631568,33.737200169431595,38.17684488430994,20.96285830895609,Wheat,Clay,0
19.84886142283841,42.25484283119446,28.788485292893398,74.40280367821325,46.91051344152608,Onion,Loamy,0
41.956625655812374,4.202467517140529,87.44359632320293,55.51785497655631,19.485347300069076,Cucumber,Clay,0
33.1928717897877,73.99041207669303,27.5631191563485,16.32932844541625,33.53963193879187,Onion,Loamy,1
15.27591154849889,91.80765521991506,53.49437490750324,76.34995970775626,13.499273898648509,Potato,Loamy,0
18.044146285980965,28.003732955048942,60.989461015531134,28.099008454817213,7.224645222688355,Onion,Sandy,1
34.905053073241675,85.83416767991208,57.89620946352068,33.604874328440005,3.8682934039224564,Onion,Sandy,1
15.15184751538656,29.221823046189776,26.022250992306024,38.15822895784794,15.965261428594816,Potato,Loamy,0
19.82424154252496,91.07701616439152,23.991883980253355,13.585700748301928,8.72539031304849,Cucumber,Sandy,1
31.462013680997583,75.3961903596784,27.383839922272497,44.75607955614234,9.526511952790086,Potato,Sandy,0
35.7568559307808,80.49067768414386,60.99113787108288,18.632294375270458,38.277206110960556,Wheat,Clay,1
34.55883778507801,1.80065556004545,58.10414213440248,38.067922868184624,1.7760654762988366,Tomato,Sandy,1
21.728079283816793,96.2810357074026,36.36185544257209,34.5496851594459,28.33269616103629,Cotton,Loamy,0
36.36537664042608,72.66709920703232,64.64418992919141,64.09880583985523,19.593607649079775,Potato,Sandy,0
22.117472624904003,30.47510953861333,77.40472514389546,66.22193581429119,25.820949995518813,Potato,Clay,0
24.76199094477803,82.9394664858847,22.910527189261565,20.73890176723616,28.578681623515543,Onion,Loamy,1
37.394742153540726,28.152119841492997,54.86909604836297,35.658583116545834,16.355017028406632,Wheat,Sandy,1
34.48898697141644,87.2753839566128,68.25172884718832,36.13472127222822,15.460334149029979,Onion,Loamy,0
40.47670231482534,11.258039041193701,37.6618348948781,20.598731075525954,36.93669061741038,Cucumber,Sandy,1
34.7283867690103,70.36859774607957,41.54396337052044,65.89174535358333,43.6925724179367,Potato,Clay,0
32.04925810006415,54.069847664491036,62.95465320925687,59.505982983479626,10.436499990467865,Potato,Sandy,0
17.810243034842774,9.653447019544082,82.85547054106158,23.326725040792432,5.783319266222299,Onion,Loamy,1
26.031474091783004,24.189382825883897,76.69470942120296,35.670533601565936,44.99199451320927,Potato,Loamy,0
22.956071030451763,1.240403627731479,60.819115336970846,17.406351739955994,18.144877718722533,Cucumber,Loamy,1
22.319689301372506,46.876796546450585,71.11552024300744,53.974461796513076,28.014552142477893,Tomato,Sandy,0
44.190316642573364,30.126526076000037,45.537572914545905,18.49603471840338,18.61761408148017,Cotton,Sandy,1
26.792931740002814,59.83574842977588,64.86758696691304,79.01539180374425,7.164314480956515,Cotton,Sandy,0
41.7613966553134,29.72378077086172,52.63271137892899,64.64774522815037,29.877250602438675,Cotton,Clay,0
33.93415877991789,29.99191115069847,33.295529552029265,37.31669847087966,26.731901736711855,Tomato,Clay,1
38.84433910624945,74.31931987316034,69.121679171408,50.49947525955481,10.946684400368664,Potato,Clay,0
30.079112793155765,4.814283597835345,58.95252461441754,73.7939271351486,23.141583187961615,Onion,Loamy,0
32.30711653879077,90.28949951919873,45.103510736751396,48.78694962770783,40.05042769676665,Wheat,Loamy,0
29.77553081456592,85.22638743911814,83.79374330550415,22.214894047856863,29.930879052286677,Potato,Loamy,1
20.857289633941335,66.78046832264066,21.465388247871328,36.50923489068116,5.748949026282748,Tomato,Loamy,1
36.67356345784516,59.32215701073843,42.10412058746472,69.02014055208218,27.85305336422762,Cucumber,Loamy,0
23.423170873225672,89.23024981396523,23.98169784443526,55.09491111927325,35.43417666518975,Tomato,Sandy,0
15.729478992943616,18.533017952871443,73.65691213551389,55.55070690336602,39.84246688325682,Cotton,Loamy,0
34.364168877215036,7.896916219082861,69.14752178796547,70.67750399819424,31.82676135307907,Potato,Sandy,0
20.31332038221147,23.95101699095381,43.19465531154219,72.57811402237533,8.480250062498403,Cotton,Clay,0
43.21375753058743,79.45782787001903,67.29640315449511,74.38548002456054,35.79849006291787,Wheat,Clay,0
43.617857310077625,3.4670266726483323,47.71560583371649,16.63944352772093,34.1897504579943,Cucumber,Clay,1
42.44593170661346,58.280683508348964,72.9377653995704,48.088820137417066,2.1969172640910277,Cotton,Clay,0
26.10476100766333,99.54375161913099,51.79285639156943,61.8356664852823,21.175635711921917,Wheat,Clay,0
15.463698495866023,85.56960938375394,48.85958094821659,62.98487915889097,17.31456210115629,Tomato,Loamy,0
42.84955687763176,52.14456890435895,85.43109408418107,52.470134137900274,33.80119114842853,Cotton,Loamy,0
27.84552444951943,6.364090928664234,37.56153699234902,21.67511346285719,11.590654803235115,Cotton,Loamy,1
43.999644571310085,83.13735143857099,28.43131379975958,65.8194387759165,29.952724225738667,Onion,Clay,0
43.90859931267758,59.89785081772106,60.91801792816207,60.4077933460462,45.747092128894444,Cucumber,Clay,0
40.5902836640208,11.493299705956684,87.85252685989252,16.02950400843254,40.09231623822178,Cucumber,Sandy,1
23.83346676208757,9.38572848233562,46.44874496090307,42.466687727206335,46.151429074609986,Tomato,Loamy,1
26.552931858057757,90.96268194365923,24.342573454014705,22.17841796652625,48.94679237970181,Onion,Clay,1
40.534100145505704,66.92002629380784,43.75136871166972,33.62339319990803,1.5228362233019754,Wheat,Clay,0
24.50766015468833,82.92867993167555,55.41521580236909,11.26567645439798,31.5143225424964,Wheat,Clay,1
20.084782400582775,87.89789002822673,31.334610464254958,38.02309078875308,21.229130490186414,Tomato,Sandy,1
31.704037873750504,57.17723520483222,66.06715526395445,48.491384480934734,43.13287002642097,Cucumber,Clay,1
43.08464322482343,51.74463517550413,89.84245723071405,53.370781497896076,13.338920398447453,Wheat,Sandy,0
35.88089390024919,43.042741032099016,51.62176331870107,56.4443241590097,49.07044496663873,Tomato,Sandy,0
32.10183510268095,31.69465877911193,44.83099897111488,68.5403919171722,31.071690507643616,Wheat,Loamy,0
17.915294813123054,43.459596085871176,48.049291678412665,25.082403509301102,39.883332709212716,Potato,Clay,1
33.45021680097509,77.38796557301563,28.06023248766408,18.433727570692756,5.194378088315648,Cotton,Sandy,1
44.7016155031279,60.19234310151316,81.82915209983567,69.6076020328548,9.989436353184388,Cucumber,Clay,0
19.202520457095723,89.2523289954846,49.037795886494635,20.962897042485494,38.16177997867596,Potato,Loamy,1
30.5498895709121,44.33800143791877,47.109208799738894,78.23320569353368,2.077339579926857,Tomato,Loamy,0
41.32119215783867,60.7089578718754,66.1783191051332,68.97767605790459,41.027021308795355,Tomato,Sandy,0
37.22305853262613,63.130755309198875,50.94233946517865,45.06136241227194,1.683501915903661,Potato,Loamy,0
35.910472229858044,59.16971623063255,65.37634281654923,78.69949974454177,33.198823114002394,Cotton,Loamy,0
36.07452251961328,70.26337730855164,24.301240309155126,16.816371037560295,18.889602091358487,Cotton,Loamy,1
25.784734536592655,23.74334683748063,76.96063406055592,31.214603282257116,30.963247783240757,Onion,Clay,0
